order_id,order_date,customer_id,product_id,quantity,unit_price
100068,2025-08-10,232,115,3,397.45
100069,2025-09-28,629,155,5,461.71
100070,2024-01-27,624,187,5,348.24
100071,2024-01-30,185,185,3,342.02
100072,2024-12-13,360,135,3,383.91
100073,2024-05-26,580,101,2,68.57
100074,2024-03-12,146,185,4,342.02
100075,2024-04-03,765,195,1,342.09
100076,2025-01-20,430,168,2,456.11
100077,2024-06-10,379,159,3,294.15
100078,2025-08-04,611,140,3,151.22
100079,2024-06-08,162,111,1,65.89
100080,2024-02-20,691,197,5,26.34
100081,2025-03-29,678,111,3,65.89
100082,2025-09-13,453,155,4,461.71
100083,2024-08-08,774,154,3,233.82
100084,2024-12-19,441,166,1,71.85
100085,2025-11-25,695,115,3,397.45
100086,2025-06-23,684,176,4,382.57
100087,2024-08-13,405,140,1,151.22
100088,2024-01-08,210,177,1,350.05
100089,2024-05-20,783,139,2,430.28
100090,2024-12-01,123,133,3,481.33
100091,2025-03-16,180,101,4,68.57
100092,2025-06-29,721,117,4,495.11
100093,2025-07-26,854,130,5,274.58
100094,2024-03-14,407,186,3,473.16
100095,2025-03-22,20,195,1,342.09
100096,2024-11-16,590,159,1,294.15
100097,2025-02-18,727,155,5,461.71
100098,2024-10-23,118,182,4,253.85
100099,2024-11-28,176,152,1,254.19
100100,2025-12-07,942,180,4,287.29
100101,2025-03-23,865,147,1,74.19
100102,2025-03-22,604,114,2,68.03
100103,2024-03-21,406,152,5,254.19
100104,2024-08-14,342,140,3,151.22
100105,2024-03-19,523,200,2,439.46
100106,2025-06-27,523,182,1,253.85
100107,2024-12-25,745,125,3,218.31
100108,2024-08-29,106,183,2,235.95
100109,2024-07-21,178,119,3,316.49
100110,2025-11-02,78,178,2,400.1
100111,2025-04-20,773,123,4,356.4
100112,2025-04-04,698,173,5,317.12
100113,2024-11-26,885,173,5,317.12
100114,2024-06-03,451,181,3,48.68
100115,2025-03-28,647,109,4,239.99
100116,2025-08-28,58,139,3,430.28
100117,2024-03-16,318,146,5,382.39
100118,2024-02-08,59,160,4,228.8
100119,2024-03-19,661,148,3,69.49
100120,2025-08-31,520,112,5,46.29
100121,2025-08-17,568,150,4,280.59
100122,2025-04-05,931,195,1,342.09
100123,2024-11-25,620,174,2,27.58
100124,2024-06-03,981,161,5,280.43
100125,2024-04-15,831,108,4,60.26
100126,2025-05-31,662,144,1,236.36
100127,2024-09-10,725,123,1,356.4
100128,2025-06-20,536,157,4,176.53
100129,2025-01-07,382,179,2,221.03
100130,2025-02-22,794,137,4,223.57
100131,2024-02-23,809,144,5,236.36
100132,2024-03-08,338,181,3,48.68
100133,2025-11-25,396,113,5,407.45
100134,2025-11-03,988,137,3,223.57
100135,2024-12-07,84,178,2,400.1
100136,2024-12-24,318,175,2,498.73
100137,2024-05-12,610,184,4,336.74
100138,2024-11-13,573,191,1,144.49
100139,2024-05-10,687,149,3,357.78
100140,2024-04-05,662,190,5,291.65
100141,2025-06-04,371,186,4,473.16
100142,2024-11-12,185,103,3,488.53
100143,2025-05-12,197,128,3,461.37
100144,2024-06-07,80,129,2,347.44
100145,2025-06-03,790,138,1,180.49
100146,2024-02-08,678,170,5,392.94
100147,2024-05-14,612,144,5,236.36
100148,2024-06-15,186,149,2,357.78
100149,2024-06-18,739,189,5,62.25
100150,2025-02-24,374,157,1,176.53
100151,2025-03-30,626,187,2,348.24
100152,2024-08-27,547,137,4,223.57
100153,2025-04-25,926,131,3,29.52
100154,2025-11-25,970,125,3,218.31
100155,2025-04-17,788,174,4,27.58
100156,2025-05-29,541,137,4,223.57
100157,2024-07-23,821,154,2,233.82
100158,2024-09-13,54,178,2,400.1
100159,2025-01-15,568,183,4,235.95
100160,2024-05-07,292,114,5,68.03
100161,2024-10-06,461,111,2,65.89
100162,2025-03-23,94,166,2,71.85
100163,2024-12-23,953,129,4,347.44
100164,2024-02-24,406,104,4,490.44
100165,2024-08-29,396,165,3,199.17
100166,2024-08-17,29,111,3,65.89
100167,2025-10-27,344,141,1,27.97
100168,2024-02-09,294,119,2,316.49
100169,2025-12-23,481,161,2,280.43
100170,2024-01-06,928,158,5,148.58
100171,2024-09-19,221,111,1,65.89
100172,2025-09-15,541,120,5,86.95
100173,2024-10-22,244,155,1,461.71
100174,2024-02-18,245,139,1,430.28
100175,2025-04-13,65,154,5,233.82
100176,2025-09-03,549,115,4,397.45
100177,2025-08-11,248,103,5,488.53
100178,2024-10-25,440,192,2,456.19
100179,2024-12-27,247,101,5,68.57
100180,2024-07-10,681,174,4,27.58
100181,2025-06-20,999,186,1,473.16
100182,2025-06-22,558,147,1,74.19
100183,2025-07-21,21,165,5,199.17
100184,2024-02-14,651,150,4,280.59
100185,2024-09-16,766,150,3,280.59
100186,2024-03-10,354,103,3,488.53
100187,2025-08-18,753,131,1,29.52
100188,2024-05-16,46,197,3,26.34
100189,2024-12-12,834,146,5,382.39
100190,2025-12-02,476,183,2,235.95
100191,2025-10-08,187,190,4,291.65
100192,2025-04-13,38,118,1,39.5
100193,2024-02-14,811,138,2,180.49
100194,2024-11-19,956,126,1,455.11
100195,2025-02-11,835,140,5,151.22
100196,2024-09-16,38,170,4,392.94
100197,2024-10-19,366,197,2,26.34
100198,2025-11-02,340,200,1,439.46
100199,2025-01-11,448,135,1,383.91
100200,2025-01-30,348,152,4,254.19
100201,2025-12-09,510,124,4,462.71
100202,2024-09-30,821,148,5,69.49
100203,2024-03-21,441,111,4,65.89
100204,2025-07-12,301,178,2,400.1
100205,2024-03-22,336,142,1,168.39
100206,2024-11-09,457,185,3,342.02
100207,2024-06-19,707,178,4,400.1
100208,2025-04-02,44,157,3,176.53
100209,2025-09-21,446,194,3,117.3
100210,2024-03-17,688,136,1,329.23
100211,2025-01-07,526,182,4,253.85
100212,2024-02-01,147,196,2,452.66
100213,2024-02-05,130,178,4,400.1
100214,2025-10-22,376,109,2,239.99
100215,2025-08-03,34,147,4,74.19
100216,2025-11-26,461,178,2,400.1
100217,2025-03-30,782,148,3,69.49
100218,2024-05-20,543,110,5,483.08
100219,2024-11-17,666,147,4,74.19
100220,2024-04-26,27,136,2,329.23
100221,2025-05-26,531,195,2,342.09
100222,2024-04-30,269,150,5,280.59
100223,2025-12-21,457,200,3,439.46
100224,2024-10-19,711,128,5,461.37
100225,2024-05-05,139,163,2,290.17
100226,2024-06-25,921,110,4,483.08
100227,2024-03-30,830,192,4,456.19
100228,2025-11-14,356,188,3,107.61
100229,2025-07-17,556,191,1,144.49
100230,2024-06-10,729,138,3,180.49
100231,2025-01-05,521,191,2,144.49
100232,2024-07-24,812,129,1,347.44
100233,2025-05-20,27,118,2,39.5
100234,2025-08-09,378,147,5,74.19
100235,2024-05-12,627,160,5,228.8
100236,2024-11-12,408,112,1,46.29
100237,2025-06-22,421,192,4,456.19
100238,2025-08-11,76,199,4,96.05
100239,2025-10-19,76,117,3,495.11
100240,2025-11-27,530,158,4,148.58
100241,2025-07-18,656,145,2,187.26
100242,2024-05-12,444,176,2,382.57
100243,2024-05-07,531,165,1,199.17
100244,2024-06-17,166,120,3,86.95
100245,2024-12-20,971,142,2,168.39
100246,2024-03-21,257,167,3,438.34
100247,2024-10-08,129,126,5,455.11
100248,2025-09-21,547,181,3,48.68
100249,2025-10-18,173,112,5,46.29
100250,2024-06-06,176,176,5,382.57
100251,2025-09-11,346,185,5,342.02
100252,2024-01-30,84,173,1,317.12
100253,2024-09-28,667,106,5,72.02
100254,2025-03-02,633,127,5,91.29
100255,2025-05-24,911,182,1,253.85
100256,2024-10-23,658,181,5,48.68
100257,2024-09-07,825,139,4,430.28
100258,2024-10-31,465,188,4,107.61
100259,2024-06-10,451,110,1,483.08
100260,2025-04-20,209,154,4,233.82
100261,2024-05-27,321,144,5,236.36
100262,2024-12-19,999,192,3,456.19
100263,2025-01-14,528,152,2,254.19
100264,2024-11-22,248,172,1,427.64
100265,2024-09-30,461,160,1,228.8
100266,2024-04-09,52,132,2,305.81
100267,2025-09-22,429,138,4,180.49
100268,2024-12-01,957,132,2,305.81
100269,2024-07-13,782,174,3,27.58
100270,2025-06-11,479,121,4,86.69
100271,2025-05-24,24,164,3,31.38
100272,2025-06-01,469,112,4,46.29
100273,2025-08-20,362,131,2,29.52
100274,2024-10-15,507,107,1,153.14
100275,2024-10-19,550,177,4,350.05
100276,2025-03-17,138,102,1,103.85
100277,2025-02-16,375,134,3,499.78
100278,2024-02-22,584,106,4,72.02
100279,2025-01-06,567,172,2,427.64
100280,2025-01-30,517,137,1,223.57
100281,2024-10-13,846,158,5,148.58
100282,2024-05-01,132,180,5,287.29
100283,2025-01-17,814,113,4,407.45
100284,2025-01-09,774,144,5,236.36
100285,2025-09-08,522,119,2,316.49
100286,2024-02-11,47,152,5,254.19
100287,2025-12-31,342,105,2,186.82
100288,2025-04-12,153,161,5,280.43
100289,2024-05-23,336,178,5,400.1
100290,2024-06-15,403,179,3,221.03
100291,2025-08-30,345,179,3,221.03
100292,2025-06-29,502,165,5,199.17
100293,2024-11-02,487,191,5,144.49
100294,2024-12-05,690,103,3,488.53
100295,2025-08-20,316,115,4,397.45
100296,2025-09-03,486,193,1,390.1
100297,2025-08-14,234,134,5,499.78
100298,2025-08-20,492,193,1,390.1
100299,2025-10-06,739,122,5,240.25
100300,2024-05-31,842,180,4,287.29
100301,2024-02-02,587,188,2,107.61
100302,2024-07-14,20,190,1,291.65
100303,2025-03-04,156,157,3,176.53
100304,2025-02-24,514,153,2,213.58
100305,2025-04-27,894,200,5,439.46
100306,2025-12-23,142,195,1,342.09
100307,2025-07-28,333,167,2,438.34
100308,2025-06-22,386,185,4,342.02
100309,2025-04-15,935,141,2,27.97
100310,2025-07-13,363,169,3,210.88
100311,2025-09-16,496,187,3,348.24
100312,2024-10-12,572,125,2,218.31
100313,2024-10-31,790,139,2,430.28
100314,2025-12-07,722,137,2,223.57
100315,2025-05-06,358,163,3,290.17
100316,2024-10-21,125,172,3,427.64
100317,2025-01-23,918,174,5,27.58
100318,2024-05-29,298,151,3,236.1
100319,2024-03-21,355,106,3,72.02
100320,2025-05-05,220,157,3,176.53
100321,2024-10-04,956,126,5,455.11
100322,2024-05-20,112,172,3,427.64
100323,2024-09-02,249,179,5,221.03
100324,2024-08-19,654,107,5,153.14
100325,2024-04-12,424,130,1,274.58
100326,2024-04-12,698,143,4,414.2
100327,2024-01-06,988,199,2,96.05
100328,2025-02-20,669,171,2,349.42
100329,2025-10-28,205,161,4,280.43
100330,2024-11-24,293,197,3,26.34
100331,2024-04-01,668,183,1,235.95
100332,2025-07-01,757,174,2,27.58
100333,2024-06-28,428,193,1,390.1
100334,2025-02-10,807,123,1,356.4
100335,2024-10-23,898,164,2,31.38
100336,2024-11-01,582,105,1,186.82
100337,2024-12-09,292,178,1,400.1
100338,2025-06-20,506,159,5,294.15
100339,2025-04-24,280,118,5,39.5
100340,2024-12-04,167,125,1,218.31
100341,2025-10-25,264,194,4,117.3
100342,2024-01-15,755,192,2,456.19
100343,2025-08-04,691,144,3,236.36
100344,2024-06-28,626,197,2,26.34
100345,2025-03-13,528,182,4,253.85
100346,2025-02-14,686,142,1,168.39
100347,2024-05-23,489,113,2,407.45
100348,2024-01-07,268,142,2,168.39
100349,2025-04-02,772,150,2,280.59
100350,2024-11-05,597,135,3,383.91
100351,2024-01-12,268,193,5,390.1
100352,2025-12-10,242,184,3,336.74
100353,2025-04-21,315,108,1,60.26
100354,2025-12-03,515,121,4,86.69
100355,2025-12-07,121,191,3,144.49
100356,2025-01-11,630,182,3,253.85
100357,2024-05-16,490,129,2,347.44
100358,2025-09-12,383,120,4,86.95
100359,2025-04-27,776,154,5,233.82
100360,2024-09-10,697,169,2,210.88
100361,2024-03-24,539,197,5,26.34
100362,2025-12-21,371,158,5,148.58
100363,2024-04-24,64,110,5,483.08
100364,2024-07-26,587,171,5,349.42
100365,2024-06-17,336,169,2,210.88
100366,2024-04-29,697,167,4,438.34
100367,2025-05-15,94,127,5,91.29
100368,2024-02-26,465,166,4,71.85
100369,2025-03-01,468,117,5,495.11
100370,2025-07-26,474,173,1,317.12
100371,2024-01-23,406,187,3,348.24
100372,2024-08-11,593,133,1,481.33
100373,2025-03-09,353,110,1,483.08
100374,2025-07-08,62,190,1,291.65
100375,2024-02-02,294,109,4,239.99
100376,2024-05-18,785,153,2,213.58
100377,2025-01-18,913,183,4,235.95
100378,2025-01-21,385,149,4,357.78
100379,2024-05-16,670,111,5,65.89
100380,2024-07-01,551,145,1,187.26
100381,2024-05-10,746,151,5,236.1
100382,2024-01-24,306,129,1,347.44
100383,2025-03-10,545,160,5,228.8
100384,2024-09-10,472,149,2,357.78
100385,2024-10-09,194,145,2,187.26
100386,2024-02-02,829,193,1,390.1
100387,2025-09-21,785,185,4,342.02
100388,2024-07-30,69,103,2,488.53
100389,2024-02-04,458,113,5,407.45
100390,2024-09-07,759,177,1,350.05
100391,2025-03-25,240,106,4,72.02
100392,2024-02-27,144,170,2,392.94
100393,2024-08-27,836,165,3,199.17
100394,2024-11-22,592,194,5,117.3
100395,2024-08-30,310,177,3,350.05
100396,2024-08-14,424,119,5,316.49
100397,2024-03-03,571,139,3,430.28
100398,2025-10-03,696,176,2,382.57
100399,2025-05-22,49,155,5,461.71
100400,2025-06-21,327,145,4,187.26
100401,2025-02-22,153,190,4,291.65
100402,2024-07-07,773,139,4,430.28
100403,2024-09-03,870,169,4,210.88
100404,2025-12-25,148,129,3,347.44
100405,2025-07-29,423,160,1,228.8
100406,2025-06-26,138,154,5,233.82
100407,2024-09-18,209,150,2,280.59
100408,2025-04-05,868,143,1,414.2
100409,2025-07-02,742,148,1,69.49
100410,2024-10-01,387,125,1,218.31
100411,2025-09-09,41,187,5,348.24
100412,2025-08-24,742,110,2,483.08
100413,2024-08-10,491,186,5,473.16
100414,2024-11-06,980,127,3,91.29
100415,2024-07-13,986,102,2,103.85
100416,2025-05-05,937,195,1,342.09
100417,2025-12-21,210,132,5,305.81
100418,2025-07-19,330,151,2,236.1
100419,2025-01-24,478,200,3,439.46
100420,2024-11-11,268,169,3,210.88
100421,2025-05-24,478,147,5,74.19
100422,2024-11-23,937,113,4,407.45
100423,2024-11-16,424,127,3,91.29
100424,2024-08-14,760,106,5,72.02
100425,2024-09-24,567,119,1,316.49
100426,2025-03-03,303,175,5,498.73
100427,2024-12-03,236,120,2,86.95
100428,2024-09-08,512,149,5,357.78
100429,2024-09-20,782,171,3,349.42
100430,2025-04-16,173,163,4,290.17
100431,2024-06-22,144,194,3,117.3
100432,2025-05-15,189,193,5,390.1
100433,2025-06-20,35,170,1,392.94
100434,2024-01-07,423,110,1,483.08
100435,2024-03-10,725,118,2,39.5
100436,2024-08-11,518,120,1,86.95
100437,2024-03-02,633,159,3,294.15
100438,2025-05-09,676,182,5,253.85
100439,2024-01-07,545,163,1,290.17
100440,2024-01-13,18,171,4,349.42
100441,2025-07-02,294,168,3,456.11
100442,2025-12-15,691,103,5,488.53
100443,2024-04-19,941,156,2,433.36
100444,2024-06-01,247,113,5,407.45
100445,2025-06-23,259,125,5,218.31
100446,2025-02-10,81,146,3,382.39
100447,2025-04-15,579,148,4,69.49
100448,2024-11-03,701,132,2,305.81
100449,2024-04-05,416,111,1,65.89
100450,2025-07-19,488,149,4,357.78
100451,2025-12-20,176,108,1,60.26
100452,2025-03-20,661,111,4,65.89
100453,2024-04-07,917,143,5,414.2
100454,2024-08-23,217,168,1,456.11
100455,2025-05-01,278,189,5,62.25
100456,2025-12-01,948,106,1,72.02
100457,2025-07-31,674,136,5,329.23
100458,2024-11-18,17,105,2,186.82
100459,2024-05-27,771,127,5,91.29
100460,2024-03-19,307,192,4,456.19
100461,2024-09-03,581,121,5,86.69
100462,2024-12-05,394,150,5,280.59
100463,2025-12-06,742,197,2,26.34
100464,2024-12-20,55,111,5,65.89
100465,2024-08-25,859,113,4,407.45
100466,2025-09-11,788,110,3,483.08
100467,2025-02-10,993,179,5,221.03
100468,2024-01-31,650,200,3,439.46
100469,2025-05-17,234,135,4,383.91
100470,2025-01-19,443,146,5,382.39
100471,2025-11-07,390,124,5,462.71
100472,2024-10-29,818,111,5,65.89
100473,2024-03-25,275,132,1,305.81
100474,2025-12-29,803,120,4,86.95
100475,2025-02-02,325,182,2,253.85
100476,2024-04-03,6,147,1,74.19
100477,2025-01-03,780,140,4,151.22
100478,2024-05-15,90,135,1,383.91
100479,2025-04-04,571,124,4,462.71
100480,2025-02-21,106,172,5,427.64
100481,2024-12-28,568,104,1,490.44
100482,2025-09-04,804,112,5,46.29
100483,2024-01-13,299,142,4,168.39
100484,2024-03-27,743,153,4,213.58
100485,2025-08-08,534,172,2,427.64
100486,2024-06-22,143,122,4,240.25
100487,2024-10-01,505,135,3,383.91
100488,2024-06-20,446,119,1,316.49
100489,2024-11-02,496,136,4,329.23
100490,2024-09-14,967,110,3,483.08
100491,2025-08-31,632,132,4,305.81
100492,2024-04-19,139,126,4,455.11
100493,2025-02-09,341,139,1,430.28
100494,2024-12-03,451,180,4,287.29
100495,2025-10-28,998,143,4,414.2
100496,2024-11-03,329,177,2,350.05
100497,2025-05-05,322,178,2,400.1
100498,2024-11-22,299,123,4,356.4
100499,2025-08-12,801,195,4,342.09
100500,2025-01-20,288,132,3,305.81
100501,2024-04-26,955,151,3,236.1
100502,2025-08-29,559,173,2,317.12
100503,2024-01-28,976,124,5,462.71
100504,2025-12-26,215,194,4,117.3
100505,2025-12-10,71,157,3,176.53
100506,2024-05-22,649,153,4,213.58
100507,2024-09-15,675,139,2,430.28
100508,2025-01-21,76,120,4,86.95
100509,2025-05-05,597,158,5,148.58
100510,2025-06-02,946,152,5,254.19
100511,2025-07-10,38,189,4,62.25
100512,2025-08-31,654,147,5,74.19
100513,2024-09-11,674,111,1,65.89
100514,2024-06-19,663,186,3,473.16
100515,2025-07-30,661,179,1,221.03
100516,2024-12-05,989,187,4,348.24
100517,2024-01-11,101,156,1,433.36
100518,2025-06-06,765,134,2,499.78
100519,2025-08-17,705,167,5,438.34
100520,2025-04-01,384,174,2,27.58
100521,2025-11-26,603,151,4,236.1
100522,2024-06-03,354,189,5,62.25
100523,2024-04-17,303,104,4,490.44
100524,2024-04-28,852,154,1,233.82
100525,2024-12-22,320,194,2,117.3
100526,2024-07-30,534,144,4,236.36
100527,2025-05-02,100,162,3,467.09
100528,2024-11-22,69,157,4,176.53
100529,2025-12-28,118,139,1,430.28
100530,2025-10-25,112,103,3,488.53
100531,2024-09-06,529,187,2,348.24
100532,2024-06-12,339,123,5,356.4
100533,2025-04-18,238,172,4,427.64
100534,2024-07-09,656,152,2,254.19
100535,2025-02-09,30,185,4,342.02
100536,2024-07-21,461,195,5,342.09
100537,2025-02-02,5,176,4,382.57
100538,2024-07-29,286,191,2,144.49
100539,2025-08-14,105,197,1,26.34
100540,2025-01-09,334,169,2,210.88
100541,2024-04-26,269,126,4,455.11
100542,2025-06-24,990,186,4,473.16
100543,2025-09-03,398,182,3,253.85
100544,2025-08-24,117,179,4,221.03
100545,2025-04-13,633,145,3,187.26
100546,2025-09-21,605,123,3,356.4
100547,2024-11-16,121,111,2,65.89
100548,2024-04-29,188,131,3,29.52
100549,2025-06-07,398,148,2,69.49
100550,2024-05-21,589,154,5,233.82
100551,2024-07-09,499,150,4,280.59
100552,2025-12-11,942,182,5,253.85
100553,2025-07-22,171,183,2,235.95
100554,2024-05-23,192,163,3,290.17
100555,2025-09-26,55,141,4,27.97
100556,2025-05-11,140,146,1,382.39
100557,2025-07-29,518,125,4,218.31
100558,2025-02-22,702,184,4,336.74
100559,2025-12-28,861,163,4,290.17
100560,2024-06-20,85,157,4,176.53
100561,2024-08-13,300,173,1,317.12
100562,2024-08-18,551,105,3,186.82
100563,2025-04-13,580,137,2,223.57
100564,2025-07-16,524,196,4,452.66
100565,2024-04-26,275,115,5,397.45
100566,2025-01-10,556,200,5,439.46
100567,2025-03-27,560,197,1,26.34
100568,2024-04-14,754,128,4,461.37
100569,2024-10-31,896,184,2,336.74
100570,2024-09-26,357,105,4,186.82
100571,2024-04-30,795,112,4,46.29
100572,2025-08-25,706,131,2,29.52
100573,2025-10-09,439,145,5,187.26
100574,2024-05-22,804,122,5,240.25
100575,2024-03-01,584,127,2,91.29
100576,2024-10-14,612,145,5,187.26
100577,2024-11-27,721,169,2,210.88
100578,2025-08-09,274,138,3,180.49
100579,2024-05-18,986,166,1,71.85
100580,2024-03-01,284,197,4,26.34
100581,2025-12-19,887,184,2,336.74
100582,2024-05-29,729,117,2,495.11
100583,2025-11-23,403,142,2,168.39
100584,2025-08-14,648,163,2,290.17
100585,2025-01-19,463,135,4,383.91
100586,2025-02-16,528,110,1,483.08
100587,2025-12-12,959,196,3,452.66
100588,2025-05-14,336,148,4,69.49
100589,2024-04-05,749,175,1,498.73
100590,2024-03-05,815,159,3,294.15
100591,2024-08-11,992,169,4,210.88
100592,2025-05-21,275,155,2,461.71
100593,2024-12-11,561,142,3,168.39
100594,2025-08-02,873,174,2,27.58
100595,2025-11-29,781,163,3,290.17
100596,2024-04-11,642,107,1,153.14
100597,2024-05-07,952,159,1,294.15
100598,2025-04-12,1,121,4,86.69
100599,2025-12-06,932,155,2,461.71
100600,2024-06-11,896,117,3,495.11
100601,2025-11-01,370,136,1,329.23
100602,2025-01-15,681,133,1,481.33
100603,2024-02-23,406,184,2,336.74
100604,2025-12-17,774,181,3,48.68
100605,2025-11-02,94,130,4,274.58
100606,2024-01-02,219,191,1,144.49
100607,2024-05-15,608,162,1,467.09
100608,2025-11-27,456,129,5,347.44
100609,2025-12-13,352,102,1,103.85
100610,2025-12-11,136,116,4,196.38
100611,2024-08-22,393,162,1,467.09
100612,2024-04-15,321,112,1,46.29
100613,2024-05-20,392,148,3,69.49
100614,2025-10-18,694,200,2,439.46
100615,2025-06-27,577,119,1,316.49
100616,2025-10-27,169,102,5,103.85
100617,2024-08-06,644,157,3,176.53
100618,2025-02-25,631,196,2,452.66
100619,2024-08-10,89,188,4,107.61
100620,2024-05-06,604,113,2,407.45
100621,2024-12-25,987,194,4,117.3
100622,2024-05-23,254,155,3,461.71
100623,2024-09-11,567,136,1,329.23
100624,2025-09-14,292,177,5,350.05
100625,2025-11-05,897,200,1,439.46
100626,2025-06-14,622,139,2,430.28
100627,2025-02-05,303,166,2,71.85
100628,2024-09-02,507,183,1,235.95
100629,2024-09-03,512,150,1,280.59
100630,2024-03-13,541,182,5,253.85
100631,2024-11-20,136,102,3,103.85
100632,2025-03-06,375,150,5,280.59
100633,2025-04-27,978,170,2,392.94
100634,2024-01-18,602,199,1,96.05
100635,2024-09-25,221,109,1,239.99
100636,2025-02-11,519,106,1,72.02
100637,2025-03-01,434,137,5,223.57
100638,2024-03-25,656,190,4,291.65
100639,2025-09-22,157,169,5,210.88
100640,2024-11-13,81,136,1,329.23
100641,2024-06-08,550,166,2,71.85
100642,2025-08-23,650,142,4,168.39
100643,2024-11-13,716,198,1,54.16
100644,2024-02-29,251,156,2,433.36
100645,2024-04-28,465,112,4,46.29
100646,2024-02-26,317,179,5,221.03
100647,2024-05-02,13,186,2,473.16
100648,2025-12-19,12,191,2,144.49
100649,2024-12-21,536,121,4,86.69
100650,2024-06-19,381,167,3,438.34
100651,2024-04-30,790,117,3,495.11
100652,2025-03-15,279,104,3,490.44
100653,2024-09-26,730,168,1,456.11
100654,2025-05-23,467,174,1,27.58
100655,2024-02-26,512,166,3,71.85
100656,2025-01-11,162,173,2,317.12
100657,2025-08-10,691,133,1,481.33
100658,2024-08-21,759,193,1,390.1
100659,2024-02-15,880,166,1,71.85
100660,2024-02-17,484,102,2,103.85
100661,2024-06-02,184,147,4,74.19
100662,2025-11-02,430,105,5,186.82
100663,2024-09-11,427,129,3,347.44
100664,2024-10-04,846,193,3,390.1
100665,2025-01-16,123,110,5,483.08
100666,2024-07-02,229,165,1,199.17
100667,2025-02-14,71,167,1,438.34
100668,2024-11-14,336,160,3,228.8
100669,2025-04-12,9,112,5,46.29
100670,2024-10-25,578,148,2,69.49
100671,2024-09-05,476,139,5,430.28
100672,2025-05-20,792,148,5,69.49
100673,2025-07-13,779,200,2,439.46
100674,2024-01-07,955,132,2,305.81
100675,2024-08-26,555,153,1,213.58
100676,2024-12-09,2,145,1,187.26
100677,2024-11-10,107,198,4,54.16
100678,2024-08-31,430,127,5,91.29
100679,2024-05-25,729,163,1,290.17
100680,2024-02-14,944,136,1,329.23
100681,2025-02-26,718,130,5,274.58
100682,2024-03-27,595,148,4,69.49
100683,2024-05-16,653,113,5,407.45
100684,2025-08-29,582,151,1,236.1
100685,2025-11-09,988,108,4,60.26
100686,2024-10-25,268,117,2,495.11
100687,2025-12-18,852,141,4,27.97
100688,2024-11-21,464,195,3,342.09
100689,2024-03-17,967,135,2,383.91
100690,2025-08-21,112,126,2,455.11
100691,2024-06-17,461,120,1,86.95
100692,2025-02-20,124,160,3,228.8
100693,2024-07-31,463,169,3,210.88
100694,2024-09-28,873,140,4,151.22
100695,2024-06-10,827,116,1,196.38
100696,2025-12-22,714,188,3,107.61
100697,2024-08-08,856,178,1,400.1
